Temporada,Fecha_Update,Fruta,Centro_acopio,Estado,PR_Productor,Nombre_Productor,Codigo_Huerto,Nombre_Huerto,Liberacion,Hectareas,Mes,Semana,Cajas_proyectadas,Ha en produccion,Variedad,% avance,% restante,Semanas restantes,Cajas totales,Filial,Kg,Columna1
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,mar-23,12,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,mar-23,13,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,abr-23,14,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,abr-23,15,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,abr-23,16,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,abr-23,17,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,may-23,18,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,may-23,19,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,may-23,20,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,may-23,21,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,may-23,22,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,jun-23,23,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,jun-23,24,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,jun-23,25,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,jun-23,26,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,jul-23,27,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,jul-23,28,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,jul-23,29,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Grapefruits,Turkey,Turkey,,,,,,,jul-23,30,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,ago-22,31,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,ago-22,32,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,ago-22,33,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,ago-22,34,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,sep-22,35,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,sep-22,36,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,sep-22,37,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,sep-22,38,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,sep-22,39,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,oct-22,40,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,oct-22,41,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,oct-22,42,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,oct-22,43,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,nov-22,44,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,nov-22,45,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,nov-22,46,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,nov-22,47,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,dic-22,48,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,dic-22,49,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,dic-22,50,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,dic-22,51,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,dic-22,52,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,ene-23,1,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,ene-23,2,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,ene-23,3,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,ene-23,4,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,feb-23,5,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,feb-23,6,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,feb-23,7,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,feb-23,8,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,mar-23,9,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,mar-23,10,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,mar-23,11,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,mar-23,12,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,mar-23,13,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,abr-23,14,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,abr-23,15,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,abr-23,16,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,abr-23,17,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,may-23,18,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,may-23,19,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,may-23,20,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,may-23,21,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,may-23,22,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,jun-23,23,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,jun-23,24,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,jun-23,25,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,jun-23,26,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,jul-23,27,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,jul-23,28,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,jul-23,29,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Orange,Egyptian,Egyptian,,,,,,,jul-23,30,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,ago-22,31,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,ago-22,32,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,ago-22,33,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,ago-22,34,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,sep-22,35,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,sep-22,36,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,sep-22,37,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,sep-22,38,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,sep-22,39,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,oct-22,40,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,oct-22,41,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,oct-22,42,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,oct-22,43,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,nov-22,44,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,nov-22,45,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,nov-22,46,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,nov-22,47,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,dic-22,48,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,dic-22,49,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,dic-22,50,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,dic-22,51,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,dic-22,52,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,ene-23,1,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,ene-23,2,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,ene-23,3,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,ene-23,4,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,feb-23,5,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,feb-23,6,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,feb-23,7,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,feb-23,8,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,mar-23,9,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,mar-23,10,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,mar-23,11,4000,"0,00",,,,,,MiddleEast,"8,16",Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,mar-23,12,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,mar-23,13,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,abr-23,14,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,abr-23,15,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,abr-23,16,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,abr-23,17,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,may-23,18,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,may-23,19,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,may-23,20,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,may-23,21,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,may-23,22,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,jun-23,23,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,jun-23,24,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,jun-23,25,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,jun-23,26,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,jul-23,27,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,jul-23,28,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,jul-23,29,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Lemon,Egyptian,Egyptian,,,,,,,jul-23,30,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,ago-22,31,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,ago-22,32,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,ago-22,33,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,ago-22,34,2000,"0,00",,,,,,MiddleEast,"4,08",Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,sep-22,35,2000,"0,00",,,,,,MiddleEast,"4,08",Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,sep-22,36,2000,"0,00",,,,,,MiddleEast,"4,08",Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,sep-22,37,2000,"0,00",,,,,,MiddleEast,"4,08",Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,sep-22,38,2000,"0,00",,,,,,MiddleEast,"4,08",Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,sep-22,39,2000,"0,00",,,,,,MiddleEast,"4,08",Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,oct-22,40,2000,"0,00",,,,,,MiddleEast,"4,08",Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,oct-22,41,2000,"0,00",,,,,,MiddleEast,"4,08",Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,oct-22,42,2000,"0,00",,,,,,MiddleEast,"4,08",Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,oct-22,43,2000,"0,00",,,,,,MiddleEast,"4,08",Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,nov-22,44,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,nov-22,45,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,nov-22,46,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,nov-22,47,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,dic-22,48,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,dic-22,49,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,dic-22,50,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,dic-22,51,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,dic-22,52,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,ene-23,1,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,ene-23,2,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,ene-23,3,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,ene-23,4,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,feb-23,5,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,feb-23,6,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,feb-23,7,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,feb-23,8,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,mar-23,9,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,mar-23,10,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,mar-23,11,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,mar-23,12,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,mar-23,13,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,abr-23,14,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,abr-23,15,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,abr-23,16,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,abr-23,17,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,may-23,18,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,may-23,19,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,may-23,20,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,may-23,21,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,may-23,22,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,jun-23,23,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,jun-23,24,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,jun-23,25,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,jun-23,26,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,jul-23,27,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,jul-23,28,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,jul-23,29,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Avocado,Mexico Sea - CAT II,Mexico Sea - CAT II,,,,,,,jul-23,30,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Apples,Turkey,Turkey,,,,,,,ago-22,31,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Apples,Turkey,Turkey,,,,,,,ago-22,32,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Apples,Turkey,Turkey,,,,,,,ago-22,33,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Apples,Turkey,Turkey,,,,,,,ago-22,34,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Apples,Turkey,Turkey,,,,,,,sep-22,35,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Apples,Turkey,Turkey,,,,,,,sep-22,36,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Apples,Turkey,Turkey,,,,,,,sep-22,37,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Apples,Turkey,Turkey,,,,,,,sep-22,38,0,"0,00",,,,,,MiddleEast,0,Rodrigo
2022-2023,01/07/2022,Apples,Turkey,Turkey,,,,,,,sep-22,39,0,"0,00",,,,,,MiddleEast,0,Rodrigo
